Income,Property,Amount,Budget,Category,Date,Monthly Overview,Type
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 1, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"October 1, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"October 4, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),👍🏼เงิน top up_OCT25 (https://app.notion.com/p/top-up_OCT25-1680423c1426807caa59e99ddae169b9?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"October 14, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),👍🏼เงิน top up_OCT25 (https://app.notion.com/p/top-up_OCT25-1680423c1426807caa59e99ddae169b9?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 4, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 480.00,THB 480.00,On duty,"October 4, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"October 7, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),👍🏼เงิน top up_OCT25 (https://app.notion.com/p/top-up_OCT25-1680423c1426807caa59e99ddae169b9?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 7, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"October 7, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 9, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 420.00,THB 420.00,On duty,"October 9, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
DF cost,Yes,THB 480.00,THB 480.00,On duty,"October 14, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 14, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 15, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"October 15, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
Hour cost,Yes,"THB 1,200.00","THB 1,200.00",On duty,"October 22, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 660.00,THB 750.00,On duty,"October 22, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"October 26, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🏧เงินเดือนจาก สสจ._OCT25 (https://app.notion.com/p/_OCT25-1680423c142680878672e9a492099e08?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"November 5, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),👍🏼เงิน top up_NOV25 (https://app.notion.com/p/top-up_NOV25-1680423c14268067a742c488e68a09d1?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"October 28, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),👍🏼เงิน top up_OCT25 (https://app.notion.com/p/top-up_OCT25-1680423c1426807caa59e99ddae169b9?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"October 28, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),⌚เงินรายชั่วโมง_OCT25 (https://app.notion.com/p/_OCT25-1680423c14268086a095fe2dffc40408?pvs=21)
DF cost,Yes,THB 480.00,THB 510.00,On duty,"October 28, 2025",October 25 (https://app.notion.com/p/October-25-1680423c1426801db108da5af9c1f261?pvs=21),🤷‍♂️เงิน DF_OCT25 (https://app.notion.com/p/DF_OCT25-1680423c14268092894af5430c32fd00?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"November 5, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),⌚เงินรายชั่วโมง_NOV25 (https://app.notion.com/p/_NOV25-1680423c1426804e952bd7898e27a2c3?pvs=21)
DF cost,Yes,THB 180.00,THB 180.00,On duty,"November 5, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),🤷‍♂️เงิน DF_NOV25 (https://app.notion.com/p/DF_NOV25-1680423c142680f9a357e0a865498171?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"November 15, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),💉TTCM_NOV25 (https://app.notion.com/p/TTCM_NOV25-1680423c142680ba9512e43286e9bab6?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"December 13, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),💉TTCM_DEC25 (https://app.notion.com/p/TTCM_DEC25-1680423c142680debc69dac8375a3687?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"November 26, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),🏧เงินเดือนจาก สสจ._NOV25 (https://app.notion.com/p/_NOV25-1680423c1426807b856ef3355d6d6433?pvs=21)
Research seminar,Yes,"THB 1,000.00","THB 1,000.00",Extra,"December 12, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),👍🏼เงิน top up_DEC25 (https://app.notion.com/p/top-up_DEC25-1680423c142680c5abe1ee19380deb23?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"December 20, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),👝เงินเวรเหมา_NOV25 (https://app.notion.com/p/_NOV25-1680423c1426801da0efe788576d7259?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"November 2, 2025",November 25 (https://app.notion.com/p/November-25-1680423c1426807fb656e64f5f6ca534?pvs=21),💉TTCM_NOV25 (https://app.notion.com/p/TTCM_NOV25-1680423c142680ba9512e43286e9bab6?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"December 25, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),👍🏼เงิน top up_DEC25 (https://app.notion.com/p/top-up_DEC25-1680423c142680c5abe1ee19380deb23?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"December 25, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),⌚เงินรายชั่วโมง_DEC25 (https://app.notion.com/p/_DEC25-1680423c142680cf8209dcfb905fc587?pvs=21)
DF cost,Yes,THB 300.00,THB 300.00,On duty,"December 25, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),🤷‍♂️เงิน DF_DEC25 (https://app.notion.com/p/DF_DEC25-1680423c142680f5b4a4f4309f7b88f6?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"December 26, 2025",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),🏧เงินเดือนจาก สสจ._DEC25 (https://app.notion.com/p/_DEC25-1680423c142680b295c6f9dc98e88cdb?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"December 26, 2025",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),💉TTCM_JAN26 (https://app.notion.com/p/TTCM_JAN26-2c90423c1426809a9a27db8e181bd041?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),👍🏼เงิน top up_JAN26 (https://app.notion.com/p/top-up_JAN26-2c90423c142680c9afa5eb28e34ed64b?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"January 6, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),👍🏼เงิน top up_JAN26 (https://app.notion.com/p/top-up_JAN26-2c90423c142680c9afa5eb28e34ed64b?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"January 6, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),⌚เงินรายชั่วโมง_JAN26 (https://app.notion.com/p/_JAN26-2c90423c142680cd9593f9222b4fbfac?pvs=21)
DF cost,Yes,THB 420.00,THB 420.00,On duty,"January 6, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),🤷‍♂️เงิน DF_JAN26 (https://app.notion.com/p/DF_JAN26-2c90423c142680a18a26c4bafad3b04e?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),⌚เงินรายชั่วโมง_JAN26 (https://app.notion.com/p/_JAN26-2c90423c142680cd9593f9222b4fbfac?pvs=21)
DF cost,Yes,THB 270.00,THB 270.00,On duty,"January 14, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),🤷‍♂️เงิน DF_JAN26 (https://app.notion.com/p/DF_JAN26-2c90423c142680a18a26c4bafad3b04e?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"January 20, 2026",December 25 (https://app.notion.com/p/December-25-1680423c1426803f85ceedf0b2210a9c?pvs=21),👝เงินเวรเหมา_DEC25 (https://app.notion.com/p/_DEC25-1680423c142680a494f3f4df438c5ebf?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"January 26, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),🏧เงินเดือนจาก สสจ._JAN26 (https://app.notion.com/p/_JAN26-2c90423c1426802893aec969d4ab67c6?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"February 5, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),👍🏼เงิน top up_FEB26 (https://app.notion.com/p/top-up_FEB26-2c90423c142680b3b652e955ac17d77b?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),👍🏼เงิน top up_FEB26 (https://app.notion.com/p/top-up_FEB26-2c90423c142680b3b652e955ac17d77b?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"February 8, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),💉TTCM_FEB26 (https://app.notion.com/p/TTCM_FEB26-2c90423c142680e18647eff56b348c72?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"February 5, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),⌚เงินรายชั่วโมง_FEB26 (https://app.notion.com/p/_FEB26-2c90423c142680d58c31f0c94b369270?pvs=21)
DF cost,Yes,THB 360.00,THB 330.00,On duty,"February 5, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),🤷‍♂️เงิน DF_FEB26 (https://app.notion.com/p/DF_FEB26-2c90423c14268012b180ef4b79ef8ab7?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"February 20, 2026",January 26 (https://app.notion.com/p/January-26-2c90423c142680648023f35f261f33f3?pvs=21),👝เงินเวรเหมา_JAN26 (https://app.notion.com/p/_JAN26-2c90423c1426800eb1caef4b3db95e51?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"March 14, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),💉TTCM_MAR26 (https://app.notion.com/p/TTCM_MAR26-2c90423c14268038a86cecab11a97902?pvs=21)
DF cost,Yes,THB 480.00,THB 480.00,On duty,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),🤷‍♂️เงิน DF_FEB26 (https://app.notion.com/p/DF_FEB26-2c90423c14268012b180ef4b79ef8ab7?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"February 23, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),⌚เงินรายชั่วโมง_FEB26 (https://app.notion.com/p/_FEB26-2c90423c142680d58c31f0c94b369270?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,700.00","THB 27,720.00",Salary,"February 26, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),🏧เงินเดือนจาก สสจ._FEB26 (https://app.notion.com/p/_FEB26-2c90423c14268040af84e87d0fa3e4f7?pvs=21)
ซื้อ ปกส. นอกเวลา 8ชั่วโมง,Yes,"THB 2,500.00","THB 2,500.00",Top up,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),👍🏼เงิน top up_FEB26 (https://app.notion.com/p/top-up_FEB26-2c90423c142680b3b652e955ac17d77b?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"March 25, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),👍🏼เงิน top up_MAR26 (https://app.notion.com/p/top-up_MAR26-2c90423c1426804a9804f215d09beb10?pvs=21)
DF cost,Yes,THB 660.00,THB 660.00,On duty,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),🤷‍♂️เงิน DF_FEB26 (https://app.notion.com/p/DF_FEB26-2c90423c14268012b180ef4b79ef8ab7?pvs=21)
Hour cost,Yes,"THB 1,200.00","THB 1,200.00",On duty,"February 28, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),⌚เงินรายชั่วโมง_FEB26 (https://app.notion.com/p/_FEB26-2c90423c142680d58c31f0c94b369270?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"March 17, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),👍🏼เงิน top up_MAR26 (https://app.notion.com/p/top-up_MAR26-2c90423c1426804a9804f215d09beb10?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 17, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),⌚เงินรายชั่วโมง_MAR26 (https://app.notion.com/p/_MAR26-2c90423c142680178fbbcbfabcb5816d?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"March 17, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),🤷‍♂️เงิน DF_MAR26 (https://app.notion.com/p/DF_MAR26-2c90423c142680249705dcefccc5d75b?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"March 20, 2026",February 26 (https://app.notion.com/p/February-26-2c90423c142680cbb553dba809feb098?pvs=21),👝เงินเวรเหมา_FEB26 (https://app.notion.com/p/_FEB26-2c90423c142680d1a6dbfd1cbdf0519d?pvs=21)
ซื้อ ปกส. นอกเวลา 8ชั่วโมง,Yes,"THB 2,100.00","THB 2,100.00",Top up,"March 22, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),👍🏼เงิน top up_MAR26 (https://app.notion.com/p/top-up_MAR26-2c90423c1426804a9804f215d09beb10?pvs=21)
Hour cost,Yes,"THB 1,200.00","THB 1,200.00",On duty,"March 22, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),⌚เงินรายชั่วโมง_MAR26 (https://app.notion.com/p/_MAR26-2c90423c142680178fbbcbfabcb5816d?pvs=21)
DF cost,Yes,THB 630.00,THB 630.00,On duty,"March 22, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),🤷‍♂️เงิน DF_MAR26 (https://app.notion.com/p/DF_MAR26-2c90423c142680249705dcefccc5d75b?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 25, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),⌚เงินรายชั่วโมง_MAR26 (https://app.notion.com/p/_MAR26-2c90423c142680178fbbcbfabcb5816d?pvs=21)
DF cost,Yes,THB 210.00,THB 210.00,On duty,"March 25, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),🤷‍♂️เงิน DF_MAR26 (https://app.notion.com/p/DF_MAR26-2c90423c142680249705dcefccc5d75b?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"March 26, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),🏧เงินเดือนจาก สสจ._MAR26 (https://app.notion.com/p/_MAR26-2c90423c14268099aea3c592585ea053?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"April 23, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),👍🏼เงิน top up_APR26 (https://app.notion.com/p/top-up_APR26-2c90423c1426805391bcff0b20adffde?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"April 20, 2026",March 26 (https://app.notion.com/p/March-26-2c90423c14268093a5d1d99ea2798193?pvs=21),👝เงินเวรเหมา_MAR26 (https://app.notion.com/p/_MAR26-2c90423c1426804db03de34bf7fa6ff2?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,"THB 1,000.00",On duty,"May 9, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),💉TTCM_MAY26 (https://app.notion.com/p/TTCM_MAY26-2c90423c14268088afc2ca858313012a?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"April 24, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),👍🏼เงิน top up_APR26 (https://app.notion.com/p/top-up_APR26-2c90423c1426805391bcff0b20adffde?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"May 6, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),👍🏼เงิน top up_MAY26 (https://app.notion.com/p/top-up_MAY26-2c90423c142680c48bc8c88588b66afc?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,No,"THB 1,000.00","THB 1,000.00",Top up,"May 18, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),👍🏼เงิน top up_MAY26 (https://app.notion.com/p/top-up_MAY26-2c90423c142680c48bc8c88588b66afc?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"April 23, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),⌚เงินรายชั่วโมง_APR26 (https://app.notion.com/p/_APR26-2c90423c14268006a70bc9177235a495?pvs=21)
DF cost,Yes,THB 600.00,THB 600.00,On duty,"April 23, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),🤷‍♂️เงิน DF_APR26 (https://app.notion.com/p/DF_APR26-2c90423c142680848f22fa79eeaa9b09?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"April 24, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),⌚เงินรายชั่วโมง_APR26 (https://app.notion.com/p/_APR26-2c90423c14268006a70bc9177235a495?pvs=21)
DF cost,Yes,THB 630.00,THB 630.00,On duty,"April 24, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),🤷‍♂️เงิน DF_APR26 (https://app.notion.com/p/DF_APR26-2c90423c142680848f22fa79eeaa9b09?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"April 26, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),🏧เงินเดือนจาก สสจ._APR26 (https://app.notion.com/p/_APR26-2c90423c142680888d22c538b74b39c6?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"April 28, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),👍🏼เงิน top up_APR26 (https://app.notion.com/p/top-up_APR26-2c90423c1426805391bcff0b20adffde?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"April 28, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),⌚เงินรายชั่วโมง_APR26 (https://app.notion.com/p/_APR26-2c90423c14268006a70bc9177235a495?pvs=21)
DF cost,Yes,THB 420.00,THB 420.00,On duty,"April 28, 2026",April 26 (https://app.notion.com/p/April-26-2c90423c142680d49359cb3961872ebf?pvs=21),🤷‍♂️เงิน DF_APR26 (https://app.notion.com/p/DF_APR26-2c90423c142680848f22fa79eeaa9b09?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"May 6, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),🤷‍♂️เงิน DF_MAY26 (https://app.notion.com/p/DF_MAY26-2c90423c1426808aaeade40061a9e1c0?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"May 6, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),⌚เงินรายชั่วโมง_MAY26 (https://app.notion.com/p/_MAY26-2c90423c1426805b8e51fe259f8b1e0e?pvs=21)
Hour cost,No,THB 600.00,THB 600.00,On duty,"May 18, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),⌚เงินรายชั่วโมง_MAY26 (https://app.notion.com/p/_MAY26-2c90423c1426805b8e51fe259f8b1e0e?pvs=21)
DF cost,Yes,THB 450.00,THB 450.00,On duty,"May 18, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),🤷‍♂️เงิน DF_MAY26 (https://app.notion.com/p/DF_MAY26-2c90423c1426808aaeade40061a9e1c0?pvs=21)
เงินเดือน + เงินประจำตำแหน่ง,Yes,"THB 27,720.00","THB 27,720.00",Salary,"May 26, 2026",May 26 (https://app.notion.com/p/May-26-2c90423c142680f38700e9cdb6025968?pvs=21),🏧เงินเดือนจาก สสจ._MAY26 (https://app.notion.com/p/_MAY26-2c90423c142680a3a942f848fad10b9f?pvs=21)
ซื้อ ปกส. นอกเวลา 8ชั่วโมง,Yes,"THB 2,000.00","THB 2,000.00",Top up,"June 1, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),👍🏼เงิน top up_JUN26 (https://app.notion.com/p/top-up_JUN26-2c90423c142680599e77d87a1448b73c?pvs=21)
Hour cost,Yes,"THB 1,200.00","THB 1,200.00",On duty,"June 1, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),⌚เงินรายชั่วโมง_JUN26 (https://app.notion.com/p/_JUN26-2c90423c1426807bb0abd65d1a80f443?pvs=21)
DF cost,Yes,THB 660.00,THB 510.00,On duty,"June 1, 2026",June 26 (https://app.notion.com/p/June-26-2c90423c14268068b18cda2e38aaa9d1?pvs=21),🤷‍♂️เงิน DF_JUN26 (https://app.notion.com/p/DF_JUN26-2c90423c14268081a278e575b46a6dd2?pvs=21)
